ConstellationName,Index,RightAscension,Declination,Longitude,Latitude
HYA,787,10.35,-27.1281624,155.25,-27.12816
HYA,788,9.84,-27.0835037,147.6,-27.0835
HYA,789,9.85,-24.5835705,147.75,-24.58357
HYA,790,9.46,-24.5425186,141.9,-24.54252
HYA,791,9.18,-24.5086308,137.7,-24.50863
HYA,792,9.18,-19.508831,137.7,-19.50883
HYA,793,8.68,-19.4423733,130.2,-19.44237
HYA,794,8.68,-17.4424706,130.2,-17.44247
HYA,795,8.46,-17.4112568,126.9,-17.41126
HYA,796,8.47,-11.4115648,127.05,-11.41156
HYA,797,8.18,-11.3687992,122.7,-11.3688
HYI,798,4.59,-67.2479248,68.85,-67.24792
HYI,799,4.57,-69.7467194,68.55,-69.74672
HYI,800,4.53,-74.7431641,67.95,-74.74316
HYI,801,3.47,-74.5741272,52.05,-74.57413
HYI,802,3.34,-82.0644531,50.1,-82.06445
HYI,803,0.1,-81.8039551,1.5,-81.80396
HYI,804,0.1,-74.3039627,1.5,-74.30396
HYI,805,0.82,-74.318573,12.3,-74.31857
HYI,806,0.82,-75.3185272,12.3,-75.31853
HYI,807,1.38,-75.3472214,20.7,-75.34722
HYI,808,1.41,-57.8484154,21.15,-57.84842
HYI,809,2.23,-57.9161568,33.45,-57.91616
HYI,810,2.21,-66.9151917,33.15,-66.91519
HYI,811,3.22,-67.03582,48.3,-67.03582
IND,812,21.55,-74.4544678,-36.75,-74.45447
IND,813,23.47,-74.3124619,-7.95,-74.31246
IND,814,23.46,-66.8125992,-8.1,-66.8126
IND,815,22.16,-66.8899918,-27.6,-66.88999
IND,816,22.14,-56.3908348,-27.9,-56.39083
IND,817,22.13,-49.3911743,-28.05,-49.39117
IND,818,21.47,-49.4585724,-37.95,-49.45857
IND,819,21.47,-44.9588585,-37.95,-44.95886
IND,820,20.48,-45.0900002,-52.8,-45.09
IND,821,20.5,-56.5885773,-52.5,-56.58858
IND,822,20.5,-59.5880547,-52.5,-59.58805
IND,823,21.49,-59.4576836,-37.65,-59.45768
LAC,824,21.96,36.5953827,-30.6,36.59538
LAC,825,21.96,44.3451195,-30.6,44.34512
LAC,826,21.99,44.3482628,-30.15,44.34826
LAC,827,21.99,44.5982513,-30.15,44.59825
LAC,828,22.05,44.6036453,-29.25,44.60365
LAC,829,22.04,53.3532715,-29.4,53.35327
LAC,830,22.21,53.3679428,-26.85,53.36794
LAC,831,22.21,55.6178436,-26.85,55.61784
LAC,832,22.4,55.6326256,-24,55.63263
LAC,833,22.39,56.882576,-24.15,56.88258
LAC,834,22.95,56.9179611,-15.75,56.91796
LAC,835,22.96,53.1680298,-15.6,53.16803
LAC,836,22.96,35.1682358,-15.6,35.16824
LAC,837,22.91,35.1656151,-16.35,35.16562
LAC,838,22.91,35.6656113,-16.35,35.66561
LAC,839,22.09,35.6069336,-28.65,35.60693
LAC,840,22.09,36.6069069,-28.65,36.60691
LMI,841,9.38,32.9691162,140.7,32.96912
LMI,842,9.38,39.2188187,140.7,39.21882
LMI,843,9.71,39.1817665,145.65,39.18177
LMI,844,9.71,41.431675,145.65,41.43168
LMI,845,10.29,41.3773613,154.35,41.37736
LMI,846,10.29,39.3774109,154.35,39.37741
LMI,847,10.9,39.3356133,163.5,39.33561
LMI,848,10.9,33.3356781,163.5,33.33568
LMI,849,11.11,33.3249931,166.65,33.32499
LMI,850,11.11,28.3250256,166.65,28.32503
LMI,851,11.11,24.8250446,166.65,24.82504
LMI,852,10.86,24.8375893,162.9,24.83759
LMI,853,10.86,22.8376045,162.9,22.8376
LMI,854,10.61,22.8529778,159.15,22.85298
LMI,855,10.62,27.8529167,159.3,27.85292
LMI,856,10,27.9024086,150,27.90241
LMI,857,10.01,32.9022789,150.15,32.90228
LEO,858,10.86,-0.6622211,162.9,-0.66222
LEO,859,10.86,6.3377299,162.9,6.33773
LEO,860,9.69,6.4327669,145.35,6.43277
LEO,861,9.36,6.4700689,140.4,6.47007
LEO,862,9.38,32.9691162,140.7,32.96912
LEO,863,10.01,32.9022789,150.15,32.90228
LEO,864,10,27.9024086,150,27.90241
LEO,865,10.62,27.8529167,159.3,27.85292
LEO,866,10.61,22.8529778,159.15,22.85298
LEO,867,10.86,22.8376045,162.9,22.8376
LEO,868,10.86,24.8375893,162.9,24.83759
LEO,869,11.11,24.8250446,166.65,24.82504
LEO,870,11.11,28.3250256,166.65,28.32503
LEO,871,11.97,28.3040466,179.55,28.30405
LEO,872,11.97,13.3040485,179.55,13.30405
LEO,873,11.97,10.3040485,179.55,10.30405
LEO,874,11.62,10.3082914,174.3,10.30829
LEO,875,11.62,-0.6916979,174.3,-0.6917
LEO,876,11.62,-6.6916924,174.3,-6.69169
LEO,877,10.86,-6.662179,162.9,-6.66218
LEP,878,4.92,-27.0479794,73.8,-27.04798
LEP,879,5.08,-27.0772038,76.2,-27.0772
LEP,880,6.2,-27.2787991,93,-27.2788
LEP,881,6.21,-11.0301533,93.15,-11.03015
LEP,882,5.93,-10.9785318,88.95,-10.97853
LEP,883,5.18,-10.8432293,77.7,-10.84323
LEP,884,5.01,-10.8138046,75.15,-10.8138
LEP,885,5.01,-14.3135529,75.15,-14.31355
LEP,886,4.93,-14.2989721,73.95,-14.29897
LIB,887,15.19,-0.4742887,-132.15,-0.47429
LIB,888,14.77,-0.5269387,-138.45,-0.52694
LIB,889,14.78,-8.5266848,-138.3,-8.52668
LIB,890,14.36,-8.5731344,-144.6,-8.57313
LIB,891,14.37,-22.5727749,-144.45,-22.57277
LIB,892,14.37,-25.0727024,-144.45,-25.0727
LIB,893,15.04,-24.9951096,-134.4,-24.99511
LIB,894,15.04,-29.9948788,-134.4,-29.99488
LIB,895,15.8,-29.889616,-123,-29.88962
LIB,896,15.79,-20.3902016,-123.15,-20.3902
LIB,897,16.04,-20.3516178,-119.4,-20.35162
LIB,898,16.03,-8.3523235,-119.55,-8.35232
LIB,899,16.03,-3.602587,-119.55,-3.60259
LIB,900,15.19,-3.72416,-132.15,-3.72416
LUP,901,14.31,-55.5799522,-145.35,-55.57995
LUP,902,14.68,-55.5400887,-139.8,-55.54009
LUP,903,15.21,-55.4754944,-131.85,-55.47549
LUP,904,15.2,-54.4756165,-132,-54.47562
LUP,905,15.49,-54.4364166,-127.65,-54.43642
LUP,906,15.48,-48.4371071,-127.8,-48.43711
LUP,907,15.82,-48.3880234,-122.7,-48.38802
LUP,908,15.81,-42.3886375,-122.85,-42.38864
LUP,909,16.14,-42.3366776,-117.9,-42.33668
LUP,910,16.13,-29.8377628,-118.05,-29.83776
LUP,911,15.8,-29.889616,-123,-29.88962
LUP,912,15.04,-29.9948788,-134.4,-29.99488
LUP,913,15.05,-42.494175,-134.25,-42.49418
LUP,914,14.3,-42.5806465,-145.5,-42.58065
LYN,915,7.5,35.2445297,112.5,35.24453
LYN,916,7.52,44.2435493,112.8,44.24355
LYN,917,6.95,44.3418388,104.25,44.34184
LYN,918,6.96,49.8410034,104.4,49.841
LYN,919,6.66,49.8945885,99.9,49.89459
LYN,920,6.67,53.8938293,100.05,53.89383
LYN,921,6.27,53.9662552,94.05,53.96626
LYN,922,6.28,55.9658089,94.2,55.96581
LYN,923,6.29,61.9641266,94.35,61.96413
LYN,924,7.19,61.8031464,107.85,61.80315
LYN,925,7.18,59.8037262,107.7,59.80373
LYN,926,8.14,59.6433983,122.1,59.6434
LYN,927,8.59,59.5759888,128.85,59.57599
LYN,928,8.56,46.5777283,128.4,46.57773
LYN,929,9.31,46.4782791,139.65,46.47828
LYN,930,9.3,41.4785957,139.5,41.4786
LYN,931,9.71,41.431675,145.65,41.43168
LYN,932,9.71,39.1817665,145.65,39.18177
LYN,933,9.38,39.2188187,140.7,39.21882
LYN,934,9.38,32.9691162,140.7,32.96912
LYN,935,8.13,33.1415138,121.95,33.14151
LYN,936,7.88,33.1812286,118.2,33.18123
LYN,937,7.89,35.1810532,118.35,35.18105
LYR,938,18.95,25.6641407,-75.75,25.66414
LYR,939,18.95,26.1640968,-75.75,26.1641
LYR,940,18.45,26.0743504,-83.25,26.07435
LYR,941,18.45,30.0739765,-83.25,30.07398
LYR,942,18.25,30.039156,-86.25,30.03916
LYR,943,18.23,47.5369873,-86.55,47.53699
LYR,944,18.29,47.5476036,-85.65,47.5476
LYR,945,19.14,47.6998672,-72.9,47.69987
LYR,946,19.23,47.7143936,-71.55,47.71439
LYR,947,19.23,43.7149391,-71.55,43.71494
LYR,948,19.47,43.7550354,-67.95,43.75504
LYR,949,19.47,36.7558022,-67.95,36.7558
LYR,950,19.43,36.7487144,-68.55,36.74871
LYR,951,19.44,30.2493153,-68.4,30.24932
LYR,952,19.34,30.2321968,-69.9,30.2322
LYR,953,19.34,27.7324085,-69.9,27.73241
LYR,954,19.34,25.7325745,-69.9,25.73257
MEN,955,7.27,-85.2614441,109.05,-85.26144
MEN,956,3.22,-84.5553818,48.3,-84.55538
MEN,957,3.34,-82.0644531,50.1,-82.06445
MEN,958,3.47,-74.5741272,52.05,-74.57413
MEN,959,4.53,-74.7431641,67.95,-74.74316
MEN,960,4.57,-69.7467194,68.55,-69.74672
MEN,961,6.56,-70.1041336,98.4,-70.10413
MEN,962,6.52,-75.1000366,97.8,-75.10004
MEN,963,7.61,-75.289917,114.15,-75.28992
MEN,964,7.44,-82.7758865,111.6,-82.77589
MIC,965,20.46,-27.5913391,-53.1,-27.59134
MIC,966,21.46,-27.4596672,-38.1,-27.45967
MIC,967,21.46,-36.4592972,-38.1,-36.4593
MIC,968,21.47,-44.9588585,-37.95,-44.95886
MIC,969,20.48,-45.0900002,-52.8,-45.09
MON,970,6.35,-0.0537102,95.25,-0.05371
MON,971,6.36,9.9455481,95.4,9.94555
MON,972,6.42,9.9334478,96.3,9.93345
MON,973,6.42,11.9332972,96.3,11.9333
MON,974,7.05,11.8213453,105.75,11.82135
MON,975,7.05,9.8214874,105.75,9.82149
MON,976,7.11,9.8097754,106.65,9.80978
MON,977,7.11,5.3100886,106.65,5.31009
MON,978,7.13,5.307168,106.95,5.30717
MON,979,7.12,1.3074419,106.8,1.30744
MON,980,7.31,1.2755718,109.65,1.27557
MON,981,7.31,-0.224329,109.65,-0.22433
MON,982,8.19,-0.36939,122.85,-0.36939
MON,983,8.18,-11.3687992,122.7,-11.3688
MON,984,7.46,-11.2521448,111.9,-11.25214
MON,985,6.21,-11.0301533,93.15,-11.03015
MON,986,5.93,-10.9785318,88.95,-10.97853
MON,987,5.94,-3.9790573,89.1,-3.97906
MON,988,6.35,-4.0534163,95.25,-4.05342
MUS,989,11.34,-64.6842651,170.1,-64.68427
MUS,990,11.32,-75.6840134,169.8,-75.68401
MUS,991,13.85,-75.6235962,-152.25,-75.6236
MUS,992,13.83,-70.6244431,-152.55,-70.62444
MUS,993,13.82,-65.6249542,-152.7,-65.62495
MUS,994,13.65,-65.6378784,-155.25,-65.63788
MUS,995,13.65,-64.6379395,-155.25,-64.63794
MUS,996,12.96,-64.6769638,-165.6,-64.67696
MUS,997,11.94,-64.6957855,179.1,-64.69579
NOR,998,15.5,-60.4354935,-127.5,-60.43549
NOR,999,16.6,-60.2644577,-111,-60.26446
NOR,1000,16.57,-45.7670517,-111.45,-45.76705
NOR,1001,16.57,-42.2674789,-111.45,-42.26748
NOR,1002,16.14,-42.3366776,-117.9,-42.33668
NOR,1003,15.81,-42.3886375,-122.85,-42.38864
NOR,1004,15.82,-48.3880234,-122.7,-48.38802
NOR,1005,15.48,-48.4371071,-127.8,-48.43711
NOR,1006,15.49,-54.4364166,-127.65,-54.43642
NOR,1007,15.2,-54.4756165,-132,-54.47562
NOR,1008,15.21,-55.4754944,-131.85,-55.47549
NOR,1009,15.49,-55.4362831,-127.65,-55.43628
OCT,1010,0.05,-89.3039017,0.75,-89.3039
OCT,1011,0.1,-81.8039551,1.5,-81.80396
OCT,1012,3.34,-82.0644531,50.1,-82.06445
OCT,1013,3.22,-84.5553818,48.3,-84.55538
OCT,1014,7.27,-85.2614441,109.05,-85.26144
OCT,1015,7.44,-82.7758865,111.6,-82.77589
OCT,1016,13.94,-83.1200714,-150.9,-83.12007
OCT,1017,18.46,-82.4582748,-83.1,-82.45827
OCT,1018,18.28,-74.9745178,-85.8,-74.97452
OCT,1019,21.55,-74.4544678,-36.75,-74.45447
OCT,1020,23.47,-74.3124619,-7.95,-74.31246
OCT,1021,0.1,-74.3039627,1.5,-74.30396
OCT,1022,0.05,-89.3039017,0.75,-89.3039
OCT,1023,0.05,-89.303894,0.75,-89.30389
OPH,1024,16.37,-0.2963768,-114.45,-0.29638
OPH,1025,16.37,3.7033811,-114.45,3.70338
OPH,1026,16.85,3.7852108,-107.25,3.78521
OPH,1027,16.85,12.617938,-107.25,12.61794
OPH,1028,17.35,12.7061481,-99.75,12.70615
OPH,1029,17.35,14.2060347,-99.75,14.20603
OPH,1030,18.34,14.3874788,-84.9,14.38748
OPH,1031,18.35,12.0543308,-84.75,12.05433
OPH,1032,18.76,12.1287737,-78.6,12.12877
OPH,1033,18.76,6.3791943,-78.6,6.37919
OPH,1034,18.35,6.3047633,-84.75,6.30476
OPH,1035,18.35,4.554893,-84.75,4.55489
OPH,1036,18.52,4.5860157,-82.2,4.58602
OPH,1037,18.53,3.0861249,-82.05,3.08612
OPH,1038,18.35,3.0550034,-84.75,3.055
OPH,1039,18.36,0.0552235,-84.6,0.05522
OPH,1040,17.94,-0.0206471,-90.9,-0.02065
OPH,1041,17.94,-4.0203514,-90.9,-4.02035
OPH,1042,18.08,-3.9960551,-88.8,-3.99606
OPH,1043,18.08,-9.9956055,-88.8,-9.99561
OPH,1044,17.78,-10.0502338,-93.3,-10.05023
OPH,1045,17.78,-11.7167768,-93.3,-11.71678
OPH,1046,17.7,-11.7319136,-94.5,-11.73191
OPH,1047,17.7,-10.0653696,-94.5,-10.06537
OPH,1048,17.28,-10.1404381,-100.8,-10.14044
OPH,1049,17.29,-16.1399899,-100.65,-16.13999
OPH,1050,17.72,-16.061882,-94.2,-16.06188
OPH,1051,17.73,-30.0606632,-94.05,-30.06066
OPH,1052,16.88,-30.2123089,-106.8,-30.21231
OPH,1053,16.88,-24.7960968,-106.8,-24.7961
OPH,1054,16.39,-24.8781185,-114.15,-24.87812
OPH,1055,16.39,-19.545166,-114.15,-19.54517
OPH,1056,16.5,-19.5271549,-112.5,-19.52715
OPH,1057,16.5,-18.5272255,-112.5,-18.52723
OPH,1058,16.39,-18.5452347,-114.15,-18.54523
OPH,1059,16.38,-8.2958899,-114.3,-8.29589
OPH,1060,16.03,-8.3523235,-119.55,-8.35232
OPH,1061,16.03,-3.602587,-119.55,-3.60259
OPH,1062,16.38,-3.54618,-114.3,-3.54618
ORI,1063,4.72,0.2375014,70.8,0.2375
ORI,1064,4.74,15.7364635,71.1,15.73646
ORI,1065,5.09,15.6755352,76.35,15.67554
ORI,1066,5.09,16.175499,76.35,16.1755
ORI,1067,5.45,16.1101055,81.75,16.11011
ORI,1068,5.45,15.6101446,81.75,15.61014
ORI,1069,5.72,15.5619202,85.8,15.56192
ORI,1070,5.72,12.5621548,85.8,12.56215
ORI,1071,5.88,12.5318508,88.2,12.53185
ORI,1072,5.89,18.0314159,88.35,18.03142
ORI,1073,5.82,18.0435486,87.3,18.04355
ORI,1074,5.83,22.8764725,87.45,22.87647
ORI,1075,6.01,22.8430862,90.15,22.84309
ORI,1076,6.01,21.5098724,90.15,21.50987
ORI,1077,6.34,21.4491768,95.1,21.44918
ORI,1078,6.34,17.4495068,95.1,17.44951
ORI,1079,6.43,17.4328651,96.45,17.43287
ORI,1080,6.42,11.9332972,96.3,11.9333
ORI,1081,6.42,9.9334478,96.3,9.93345
ORI,1082,6.36,9.9455481,95.4,9.94555
ORI,1083,6.35,-0.0537102,95.25,-0.05371
ORI,1084,6.35,-4.0534163,95.25,-4.05342
ORI,1085,5.94,-3.9790573,89.1,-3.97906
ORI,1086,5.93,-10.9785318,88.95,-10.97853
ORI,1087,5.18,-10.8432293,77.7,-10.84323
ORI,1088,5.19,-3.8437285,77.85,-3.84373
ORI,1089,4.77,-3.7708201,71.55,-3.77082
ORI,1090,4.77,0.2289162,71.55,0.22892
PAV,1091,18.28,-74.9745178,-85.8,-74.97452
PAV,1092,21.55,-74.4544678,-36.75,-74.45447
PAV,1093,21.49,-59.4576836,-37.65,-59.45768
PAV,1094,20.5,-59.5880547,-52.5,-59.58805
PAV,1095,20.5,-56.5885773,-52.5,-56.58858
PAV,1096,18.18,-56.9837723,-87.3,-56.98377
PAV,1097,17.68,-57.0747757,-94.8,-57.07478
PAV,1098,17.72,-67.571106,-94.2,-67.57111
PAV,1099,18.22,-67.4800797,-86.7,-67.48008
PEG,1100,21.44,2.5393796,-38.4,2.53938
PEG,1101,21.43,13.0390635,-38.55,13.03906
PEG,1102,21.22,13.0132008,-41.7,13.0132
PEG,1103,21.22,12.3465548,-41.7,12.34655
PEG,1104,21.15,12.3382607,-42.75,12.33826
PEG,1105,21.15,20.0046406,-42.75,20.00464
PEG,1106,21.35,20.0290813,-39.75,20.02908
PEG,1107,21.34,24.0289364,-39.9,24.02894
PEG,1108,21.51,24.0482101,-37.35,24.04821
PEG,1109,21.51,28.5480537,-37.35,28.54805
PEG,1110,21.83,28.5817947,-32.55,28.58179
PEG,1111,21.82,36.5815468,-32.7,36.58155
PEG,1112,21.96,36.5953827,-30.6,36.59538
PEG,1113,22.09,36.6069069,-28.65,36.60691
PEG,1114,22.09,35.6069336,-28.65,35.60693
PEG,1115,22.91,35.6656113,-16.35,35.66561
PEG,1116,22.91,35.1656151,-16.35,35.16562
PEG,1117,22.96,35.1682358,-15.6,35.16824
PEG,1118,23.6,35.1913109,-6,35.19131
PEG,1119,23.6,32.7746468,-6,32.77465
PEG,1120,23.86,32.7785072,-2.1,32.77851
PEG,1121,23.86,32.0285034,-2.1,32.0285
PEG,1122,0.11,32.0293655,1.65,32.02937
PEG,1123,0.11,28.6960354,1.65,28.69604
PEG,1124,0.17,28.6957588,2.55,28.69576
PEG,1125,0.17,22.6957588,2.55,22.69576
PEG,1126,0.25,22.6951923,3.75,22.69519
PEG,1127,0.25,21.6951923,3.75,21.69519
PEG,1128,0.25,13.1951942,3.75,13.19519
PEG,1129,0.11,13.1960354,1.65,13.19604
PEG,1130,0.11,10.6960354,1.65,10.69604
PEG,1131,23.94,10.695797,-0.9,10.6958
PEG,1132,23.94,8.195797,-0.9,8.1958
PEG,1133,22.85,8.1621685,-17.25,8.16217
PEG,1134,22.86,2.6622071,-17.1,2.66221
PEG,1135,22.11,2.6076074,-28.35,2.60761
PEG,1136,22.11,2.3576119,-28.35,2.35761
PEG,1137,21.77,2.325691,-33.45,2.32569
PEG,1138,21.77,3.3256676,-33.45,3.32567
PEG,1139,21.57,3.3043909,-36.45,3.30439
PEG,1140,21.57,2.5544112,-36.45,2.55441
PER,1141,2.84,31.1865025,42.6,31.1865
PER,1142,2.84,34.5196762,42.6,34.51968
PER,1143,2.69,34.5375137,40.35,34.53751
PER,1144,2.7,37.2873878,40.5,37.28739
PER,1145,2.65,37.2931557,39.75,37.29316
PER,1146,2.66,51.0423737,39.9,51.04237
PER,1147,2.18,51.0925827,32.7,51.09258
PER,1148,2.17,47.5927505,32.55,47.59275
PER,1149,1.8,47.625843,27,47.62584
PER,1150,1.8,50.6257439,27,50.62574
PER,1151,1.49,50.6478767,22.35,50.64788
PER,1152,1.5,54.6477699,22.5,54.64777
PER,1153,1.84,54.6228828,27.6,54.62288
PER,1154,1.84,58.1227188,27.6,58.12272
PER,1155,2.05,58.1046753,30.75,58.10468
PER,1156,2.05,59.1046104,30.75,59.10461
PER,1157,2.59,59.0511551,38.85,59.05116
PER,1158,2.58,57.5513,38.7,57.5513
PER,1159,3.26,57.4684982,48.9,57.4685
PER,1160,3.33,57.4593849,49.95,57.45938
PER,1161,3.32,55.4596519,49.8,55.45965
PER,1162,3.49,55.4362831,52.35,55.43628
PER,1163,3.49,52.9366074,52.35,52.93661
PER,1164,4.86,52.7196465,72.9,52.71965
PER,1165,4.83,36.2218513,72.45,36.22185
PER,1166,4.64,36.254715,69.6,36.25472
PER,1167,4.63,30.921875,69.45,30.92188
PER,1168,3.5,31.1003609,52.5,31.10036
PHE,1169,23.45,-39.3127594,-8.25,-39.31276
PHE,1170,23.45,-56.3126869,-8.25,-56.31269
PHE,1171,23.45,-57.8126793,-8.25,-57.81268
PHE,1172,1.41,-57.8484154,21.15,-57.84842
PHE,1173,1.42,-52.8485603,21.3,-52.84856
PHE,1174,1.66,-52.8658562,24.9,-52.86586
PHE,1175,1.67,-50.865921,25.05,-50.86592
PHE,1176,1.91,-50.8859215,28.65,-50.88592
PHE,1177,1.92,-47.5527229,28.8,-47.55272
PHE,1178,2.41,-47.6004944,36.15,-47.60049
PHE,1179,2.42,-39.4342155,36.3,-39.43422
